0.0016722,0.77434
0.0050167,0.74514
0.0083612,0.71599
0.011706,0.68691
0.01505,0.65793
0.018395,0.62908
0.021739,0.60038
0.025084,0.57187
0.028428,0.54358
0.031773,0.51552
0.035117,0.48774
0.038462,0.46025
0.041806,0.4331
0.045151,0.4063
0.048495,0.37988
0.051839,0.35388
0.055184,0.32832
0.058528,0.30323
0.061873,0.27864
0.065217,0.25458
0.068562,0.23107
0.071906,0.20815
0.075251,0.18584
0.078595,0.16417
0.08194,0.14317
0.085284,0.12287
0.088629,0.1033
0.091973,0.084479
0.095318,0.066445
0.098662,0.049224
0.10201,0.032843
0.10535,0.017332
0.1087,0.0027189
0.11204,-0.010968
0.11538,-0.0237
0.11873,-0.035448
0.12207,-0.046184
0.12542,-0.05588
0.12876,-0.064523
0.13211,-0.072144
0.13545,-0.078782
0.1388,-0.084478
0.14214,-0.089268
0.14548,-0.093193
0.14883,-0.096292
0.15217,-0.098603
0.15552,-0.10017
0.15886,-0.10102
0.16221,-0.1012
0.16555,-0.10075
0.1689,-0.09971
0.17224,-0.098116
0.17559,-0.096006
0.17893,-0.093422
0.18227,-0.0904
0.18562,-0.086982
0.18896,-0.083205
0.19231,-0.079108
0.19565,-0.074731
0.199,-0.070113
0.20234,-0.065293
0.20569,-0.060309
0.20903,-0.0552
0.21237,-0.050006
0.21572,-0.044766
0.21906,-0.039519
0.22241,-0.034303
0.22575,-0.029158
0.2291,-0.024123
0.23244,-0.019236
0.23579,-0.014537
0.23913,-0.010065
0.24247,-0.0058581
0.24582,-0.0019562
0.24916,0.0016019
0.25251,0.0047815
0.25585,0.0075839
0.2592,0.010029
0.26254,0.012138
0.26589,0.01393
0.26923,0.015426
0.27258,0.016645
0.27592,0.017609
0.27926,0.018338
0.28261,0.018851
0.28595,0.019169
0.2893,0.019313
0.29264,0.019302
0.29599,0.019157
0.29933,0.018897
0.30268,0.018545
0.30602,0.018118
0.30936,0.017639
0.31271,0.017126
0.31605,0.016601
0.3194,0.016083
0.32274,0.015594
0.32609,0.015152
0.32943,0.014779
0.33278,0.014494
0.33612,0.014318
0.33946,0.014271
0.34281,0.014374
0.34615,0.014646
0.3495,0.015108
0.35284,0.01578
0.35619,0.016683
0.35953,0.017836
0.36288,0.01926
0.36622,0.020975
0.36957,0.023002
0.37291,0.02536
0.37625,0.02807
0.3796,0.031132
0.38294,0.034521
0.38629,0.038209
0.38963,0.042168
0.39298,0.046371
0.39632,0.05079
0.39967,0.055398
0.40301,0.060166
0.40635,0.065068
0.4097,0.070076
0.41304,0.075162
0.41639,0.080298
0.41973,0.085457
0.42308,0.090612
0.42642,0.095734
0.42977,0.1008
0.43311,0.10577
0.43645,0.11063
0.4398,0.11535
0.44314,0.11989
0.44649,0.12424
0.44983,0.12836
0.45318,0.13223
0.45652,0.13582
0.45987,0.1391
0.46321,0.14205
0.46656,0.14463
0.4699,0.14681
0.47324,0.14859
0.47659,0.14991
0.47993,0.15076
0.48328,0.15111
0.48662,0.15092
0.48997,0.15019
0.49331,0.14886
0.49666,0.14693
0.5,0.14435
0.50334,0.14112
0.50669,0.13724
0.51003,0.13275
0.51338,0.12768
0.51672,0.12204
0.52007,0.11586
0.52341,0.10918
0.52676,0.10201
0.5301,0.094386
0.53344,0.086333
0.53679,0.077875
0.54013,0.069041
0.54348,0.059855
0.54682,0.050345
0.55017,0.040536
0.55351,0.030456
0.55686,0.02013
0.5602,0.0095856
0.56355,-0.0011519
0.56689,-0.012056
0.57023,-0.0231
0.57358,-0.034257
0.57692,-0.045502
0.58027,-0.056807
0.58361,-0.068147
0.58696,-0.079496
0.5903,-0.090825
0.59365,-0.10211
0.59699,-0.11332
0.60033,-0.12444
0.60368,-0.13543
0.60702,-0.14628
0.61037,-0.15694
0.61371,-0.16741
0.61706,-0.17764
0.6204,-0.18762
0.62375,-0.19732
0.62709,-0.20671
0.63043,-0.21579
0.63378,-0.22458
0.63712,-0.23311
0.64047,-0.24137
0.64381,-0.2494
0.64716,-0.25721
0.6505,-0.26481
0.65385,-0.27223
0.65719,-0.27948
0.66054,-0.28658
0.66388,-0.29355
0.66722,-0.3004
0.67057,-0.30715
0.67391,-0.31382
0.67726,-0.32042
0.6806,-0.32698
0.68395,-0.33351
0.68729,-0.34003
0.69064,-0.34656
0.69398,-0.35311
0.69732,-0.3597
0.70067,-0.36634
0.70401,-0.37306
0.70736,-0.37988
0.7107,-0.3868
0.71405,-0.39385
0.71739,-0.40105
