stage,sample,dpt_pseudotime
266,9mo_SIGAE3_14686.30j,0.05983296943998337
266,9mo_SIGAE3_14686.30j,0.14918215735054016
266,9mo_SIGAE3_14686.30j,0.056713865829467774
266,9mo_SIGAE3_14686.30j,0.019849095253109933
266,9mo_SIGAE3_14686.30j,0.03585006831383705
266,9mo_SIGAE3_14686.30j,0.0377367080578804
266,9mo_SIGAE3_14686.30j,0.029010416699409486
266,9mo_SIGAE3_14686.30j,0.08566331280565262
266,9mo_SIGAE3_14686.30j,0.023208107558846475
266,9mo_SIGAE3_14686.30j,0.08361894799566269
266,9mo_SIGAE3_14686.30j,0.05800404934382439
266,9mo_SIGAE3_14686.30j,0.052495391798973084
266,9mo_SIGAE3_14686.30j,0.022736636681318284
266,9mo_SIGAE3_14686.30j,0.05775036079978943
266,9mo_SIGAE3_14686.30j,0.042120167745113374
266,9mo_SIGAE3_14686.30j,0.047117827219724656
266,9mo_SIGAE3_14686.30j,0.0623404139111042
266,9mo_SIGAE3_14686.30j,0.013063747195363044
266,9mo_SIGAE3_14686.30j,0.12875941557979584
266,9mo_SIGAE3_14686.30j,0.018189251182436944
266,9mo_SIGAE3_14686.30j,0.06697248829698563
266,9mo_SIGAE3_14686.30j,0.024648897109389306
266,9mo_SIGAE3_14686.30j,0.008167893385350703
266,9mo_SIGAE3_14686.30j,0.11776831163263321
266,9mo_SIGAE3_14686.30j,0.05085028125143051
266,9mo_SIGAE3_14686.30j,0.01972877955234051
266,9mo_SIGAE3_14686.30j,0.023356914279818536
266,9mo_SIGAE3_14686.30j,0.023724768070340158
266,9mo_SIGAE3_14686.30j,0.09717922074890137
266,9mo_SIGAE3_14686.30j,0.08283242000436783
266,9mo_SIGAE3_14686.30j,0.05290797142481804
266,9mo_SIGAE3_14686.30j,0.03016000030732155
266,9mo_SIGAE3_14686.30j,0.0814357192645073
266,9mo_SIGAE3_14686.30j,0.08860270841217041
266,9mo_SIGAE3_14686.30j,0.02356691448187828
266,9mo_SIGAE3_14686.30j,0.03623325912451744
266,9mo_SIGAE3_14686.30j,0.01904474919831753
266,9mo_SIGAE3_14686.30j,0.011951282379984855
266,9mo_SIGAE3_14686.30j,0.04895705519413948
266,9mo_SIGAE3_14686.30j,0.10533211542463303
266,9mo_SIGAE3_14686.30j,0.08216896815395355
266,9mo_SIGAE3_14686.30j,0.10954051627016068
266,9mo_SIGAE3_14686.30j,0.023759603259921075
266,9mo_SIGAE3_14686.30j,0.022088166085839273
266,9mo_SIGAE3_14686.30j,0.05800373269414902
266,9mo_SIGAE3_14686.30j,0.0271968876401186
266,9mo_SIGAE3_14686.30j,0.07751934392547608
266,9mo_SIGAE3_14686.30j,0.10077184600925446
266,9mo_SIGAE3_14686.30j,0.03379202423787117
266,9mo_SIGAE3_14686.30j,0.027869986129760743
266,9mo_SIGAE3_14686.30j,0.015376226736068725
266,9mo_SIGAE3_14686.30j,0.01802480569279194
266,9mo_SIGAE3_14686.30j,0.060084918273448945
266,9mo_SIGAE3_14686.30j,0.02293784333562851
266,9mo_SIGAE3_14686.30j,0.03147586969828606
266,9mo_SIGAE3_14686.30j,0.04857573820447922
266,9mo_SIGAE3_14686.30j,0.018280433250427247
266,9mo_SIGAE3_14686.30j,0.026157654581427575
266,9mo_SIGAE3_14686.30j,0.08831570459699631
266,9mo_SIGAE3_14686.30j,0.01581835908985138
266,9mo_SIGAE3_14686.30j,0.022953165454626084
266,9mo_SIGAE3_14686.30j,0.013784355243504047
266,9mo_SIGAE3_14686.30j,0.03125478862023354
266,9mo_SIGAE3_14686.30j,0.02879550283944607
266,9mo_SIGAE3_14686.30j,0.015499128719627856
266,9mo_SIGAE3_14686.30j,0.0664832980761528
266,9mo_SIGAE3_14686.30j,0.1013818399438858
266,9mo_SIGAE3_14686.30j,0.028665674609899522
266,9mo_SIGAE3_14686.30j,0.083135725689888
266,9mo_SIGAE3_14686.30j,0.0077746484818160535
266,9mo_SIGAE3_14686.30j,0.015084134174346923
266,9mo_SIGAE3_14686.30j,0.02851360267198086
266,9mo_SIGAE3_14686.30j,0.03788223279809952
266,9mo_SIGAE3_14686.30j,0.0364927553961277
266,9mo_SIGAE3_14686.30j,0.04976592747664452
266,9mo_SIGAE3_14686.30j,0.11758412582969666
266,9mo_SIGAE3_14686.30j,0.023767117170453073
266,9mo_SIGAE3_14686.30j,0.07616868032312393
266,9mo_SIGAE3_14686.30j,0.14141045672988892
266,9mo_SIGAE3_14686.30j,0.012395194491207599
266,9mo_SIGAE3_14686.30j,0.020687253905296327
266,9mo_SIGAE3_14686.30j,0.06449002934789658
266,9mo_SIGAE3_14686.30j,0.023421289158821107
266,9mo_SIGAE3_14686.30j,0.029596591127872468
266,9mo_SIGAE3_14686.30j,0.10852795256471634
266,9mo_SIGAE3_14686.30j,0.022960074005484582
266,9mo_SIGAE3_14686.30j,0.07419206364250183
266,9mo_SIGAE3_14686.30j,0.10868359519338608
266,9mo_SIGAE3_14686.30j,0.07688971026039124
266,9mo_SIGAE3_14686.30j,0.13330768210983276
266,9mo_SIGAE3_14686.30j,0.08091404451227188
266,9mo_SIGAE3_14686.30j,0.01552865816450119
266,9mo_SIGAE3_14686.30j,0.018723716718912126
266,9mo_SIGAE3_14686.30j,0.08732991082763672
266,9mo_SIGAE3_14686.30j,0.05642584873533249
266,9mo_SIGAE3_14686.30j,0.0210333017090559
266,9mo_SIGAE3_14686.30j,0.018448631970047952
266,9mo_SIGAE3_14686.30j,0.015437547808349132
266,9mo_SIGAE3_14686.30j,0.09126936061477661
266,9mo_SIGAE3_14686.30j,0.12629980011081696
266,9mo_SIGAE3_14686.30j,0.07226214720106125
266,9mo_SIGAE3_14686.30j,0.03781060664153099
266,9mo_SIGAE3_14686.30j,0.0840202586183548
266,9mo_SIGAE3_14686.30j,0.021026149151682855
266,9mo_SIGAE3_14686.30j,0.051933796835899354
266,9mo_SIGAE3_14686.30j,0.020269723368644715
266,9mo_SIGAE3_14686.30j,0.01061008380895853
266,9mo_SIGAE3_14686.30j,0.10724176628684998
266,9mo_SIGAE3_14686.30j,0.06763383908367157
266,9mo_SIGAE3_14686.30j,0.056489849222660066
266,9mo_SIGAE3_14686.30j,0.05100543959236145
266,9mo_SIGAE3_14686.30j,0.017698032541036607
266,9mo_SIGAE3_14686.30j,0.08302493555641174
266,9mo_SIGAE3_14686.30j,0.11808502091264725
266,9mo_SIGAE3_14686.30j,0.017548424882650376
266,9mo_SIGAE3_14686.30j,0.023706687373876573
266,9mo_SIGAE3_14686.30j,0.026220921186566354
266,9mo_SIGAE3_14686.30j,0.08746634585952759
266,9mo_SIGAE3_14686.30j,0.020468940717935563
266,9mo_SIGAE3_14686.30j,0.023348757756710053
266,9mo_SIGAE3_14686.30j,0.11736553324556351
266,9mo_SIGAE3_14686.30j,0.024788239730358125
266,9mo_SIGAE3_14686.30j,0.09086546464061737
