day,mean,sd,replicates
0,19.49056265190287,5.505764442847533,4
4,49.69830513219569,15.843238774817316,6
9,38.04495772631094,4.152161738829163,4
24,166.3906251441896,52.51772751439047,4
46,194.66490779642828,53.245417765060594,4
73,621.5400247183968,48.83042808388618,2
109,796.0266376052514,170.08790644942832,4
158,316.681622832826,117.009382485975,4
266,2939.2287522522315,234.82023646276357,2
