day,mean,sd,replicates
0,64.30529413372294,9.036381417168297,4
4,162.85634764004135,49.626773443275916,6
9,183.72737073380864,8.420590869871306,4
24,658.4546968441923,212.08339281520335,4
46,1268.3895249589423,368.02045301532917,4
73,2717.675407142851,138.43689167197422,2
109,4556.721875084691,854.9236914449373,4
158,1612.3191037446356,560.3216032755886,4
266,14343.302816069227,606.1396588180553,2
