0	0	0	0	0.48487	0.006696	0	0	3.0534	0	0	0	0	0	0	0	0	0	0	0	0	0.4653
0	0	0	0	0	0	0	0	0	0.036843	0	0	3.69e-14	0	0	0	0	0	0	0	0	0
0	0	0	0.30736	5.3544e-07	0.027121	0.22122	0	0	0	0	0	0.47571	0	0.01081	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0.78135	0	0	0	0	0	0	0.0069534	0	0	0	0
0	0	0.1004	0	0	0.040892	0	0	1.2025e-06	0	0	0	2.2615e-06	0	0	0	0	0	0	0	0	0
0	0	4.1539e-14	0	3.2112e-11	0	0	0	0	0	0	0	0	0	3.7081e-14	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11771	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0.074206	0	0	0.012087	0	0	3.9959	0	0	0	0	3.9869e-14	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	3.0574	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.32837	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.019193	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00092591	0.29351	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0.023187	0	0	0	0	0	0.0066346	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0.18521	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.9931e-13
0	0	0	0	0	0	0	0	0.19947	0	0	0	0	0	0	0	0	0	0	0	0	0
