day,mean,sd,replicates
0,11.454313875752659,1.6474372197038036,4
4,16.42452743307494,5.7438862701846976,6
9,20.936749010858463,5.059288606447858,4
24,58.774249496166796,16.026598409498824,4
46,54.060002559304706,18.468518067836175,4
73,206.73357538870084,6.41903517530895,2
109,205.08670318697483,44.20933014434216,4
158,104.85061900900135,42.12968376198279,4
266,931.5840806739535,246.42359529910402,2
