0.0033445,5.1838e-05,0.0060787
0.006689,5.2091e-05,0.0062712
0.010033,5.2346e-05,0.0064696
0.013378,5.2602e-05,0.0066742
0.016722,5.2859e-05,0.0068852
0.020067,5.3117e-05,0.0071026
0.023411,5.3377e-05,0.0073266
0.026756,5.3639e-05,0.0075574
0.0301,5.3902e-05,0.007795
0.033445,5.4167e-05,0.0080398
0.036789,5.4433e-05,0.0082917
0.040134,5.4701e-05,0.008551
0.043478,5.497e-05,0.0088178
0.046823,5.5241e-05,0.0090922
0.050167,5.5514e-05,0.0093744
0.053512,5.5789e-05,0.0096645
0.056856,5.6065e-05,0.0099627
0.060201,5.6344e-05,0.010269
0.063545,5.6624e-05,0.010584
0.06689,5.6907e-05,0.010907
0.070234,5.7191e-05,0.011238
0.073579,5.7477e-05,0.011579
0.076923,5.7766e-05,0.011928
0.080268,5.8057e-05,0.012286
0.083612,5.835e-05,0.012653
0.086957,5.8645e-05,0.013029
0.090301,5.8942e-05,0.013414
0.093645,5.9242e-05,0.013809
0.09699,5.9544e-05,0.014213
0.10033,5.9849e-05,0.014626
0.10368,6.0156e-05,0.015048
0.10702,6.0466e-05,0.01548
0.11037,6.0778e-05,0.015922
0.11371,6.1094e-05,0.016373
0.11706,6.1412e-05,0.016833
0.1204,6.1732e-05,0.017303
0.12375,6.2056e-05,0.017782
0.12709,6.2382e-05,0.018271
0.13043,6.2712e-05,0.018769
0.13378,6.3044e-05,0.019276
0.13712,6.3379e-05,0.019794
0.14047,6.3717e-05,0.020323
0.14381,6.4058e-05,0.020862
0.14716,6.4402e-05,0.021412
0.1505,6.4748e-05,0.021973
0.15385,6.5097e-05,0.022546
0.15719,6.5449e-05,0.023132
0.16054,6.5803e-05,0.023731
0.16388,6.616e-05,0.024342
0.16722,6.6519e-05,0.024968
0.17057,6.6881e-05,0.025607
0.17391,6.7245e-05,0.026262
0.17726,6.7612e-05,0.026932
0.1806,6.7981e-05,0.027619
0.18395,6.8352e-05,0.028322
0.18729,6.8725e-05,0.029043
0.19064,6.9101e-05,0.029782
0.19398,6.9479e-05,0.030541
0.19732,6.9859e-05,0.031319
0.20067,7.0241e-05,0.032119
0.20401,7.0625e-05,0.032941
0.20736,7.1011e-05,0.033786
0.2107,7.1399e-05,0.034655
0.21405,7.1788e-05,0.035549
0.21739,7.2179e-05,0.03647
0.22074,7.2572e-05,0.037419
0.22408,7.2967e-05,0.038397
0.22742,7.3363e-05,0.039406
0.23077,7.376e-05,0.040447
0.23411,7.4159e-05,0.041523
0.23746,7.456e-05,0.042633
0.2408,7.4961e-05,0.043782
0.24415,7.5364e-05,0.044969
0.24749,7.5768e-05,0.046199
0.25084,7.6172e-05,0.047472
0.25418,7.6578e-05,0.04879
0.25753,7.6985e-05,0.050154
0.26087,7.7392e-05,0.051562
0.26421,7.7801e-05,0.053015
0.26756,7.821e-05,0.054511
0.2709,7.862e-05,0.05605
0.27425,7.9031e-05,0.057632
0.27759,7.9442e-05,0.059253
0.28094,7.9854e-05,0.060913
0.28428,8.0266e-05,0.062611
0.28763,8.0679e-05,0.064343
0.29097,8.1093e-05,0.066108
0.29431,8.1506e-05,0.067903
0.29766,8.1921e-05,0.069725
0.301,8.2335e-05,0.07157
0.30435,8.275e-05,0.073435
0.30769,8.3165e-05,0.075317
0.31104,8.358e-05,0.07721
0.31438,8.3996e-05,0.07911
0.31773,8.4411e-05,0.081011
0.32107,8.4826e-05,0.082909
0.32441,8.5242e-05,0.084798
0.32776,8.5657e-05,0.086671
0.3311,8.6072e-05,0.088522
0.33445,8.6487e-05,0.090344
0.33779,8.6901e-05,0.09213
0.34114,8.7316e-05,0.093873
0.34448,8.7729e-05,0.095565
0.34783,8.8143e-05,0.097198
0.35117,8.8556e-05,0.098764
0.35452,8.8968e-05,0.10026
0.35786,8.9379e-05,0.10166
0.3612,8.979e-05,0.10298
0.36455,9.02e-05,0.1042
0.36789,9.0609e-05,0.10531
0.37124,9.1017e-05,0.1063
0.37458,9.1425e-05,0.10717
0.37793,9.1831e-05,0.10791
0.38127,9.2236e-05,0.10852
0.38462,9.264e-05,0.10901
0.38796,9.3043e-05,0.10937
0.3913,9.3445e-05,0.10962
0.39465,9.3845e-05,0.10975
0.39799,9.4245e-05,0.10978
0.40134,9.4643e-05,0.10971
0.40468,9.504e-05,0.10955
0.40803,9.5436e-05,0.10929
0.41137,9.583e-05,0.10896
0.41472,9.6224e-05,0.10856
0.41806,9.6616e-05,0.10808
0.4214,9.7007e-05,0.10755
0.42475,9.7396e-05,0.10696
0.42809,9.7785e-05,0.10633
0.43144,9.8171e-05,0.10565
0.43478,9.8557e-05,0.10494
0.43813,9.8941e-05,0.10421
0.44147,9.9324e-05,0.10345
0.44482,9.9706e-05,0.10268
0.44816,0.00010009,0.1019
0.45151,0.00010046,0.10111
0.45485,0.00010084,0.10033
0.45819,0.00010122,0.099559
0.46154,0.00010159,0.098799
0.46488,0.00010197,0.098057
0.46823,0.00010234,0.09734
0.47157,0.00010271,0.09665
0.47492,0.00010308,0.095994
0.47826,0.00010344,0.095375
0.48161,0.00010381,0.094798
0.48495,0.00010417,0.094268
0.48829,0.00010453,0.09379
0.49164,0.0001049,0.093366
0.49498,0.00010525,0.093003
0.49833,0.00010561,0.092703
0.50167,0.00010597,0.092472
0.50502,0.00010632,0.092309
