stage,sample,dpt_pseudotime
266,9mo_SIGAE3_14686.30j,0.023975599316716195
266,9mo_SIGAE3_14686.30j,0.08210209919309616
266,9mo_SIGAE3_14686.30j,0.2778894172439575
266,9mo_SIGAE3_14686.30j,0.018268564475536347
266,9mo_SIGAE3_14686.30j,0.2657596634159088
266,9mo_SIGAE3_14686.30j,0.15297456247901917
266,9mo_SIGAE3_14686.30j,0.03415143652057648
266,9mo_SIGAE3_14686.30j,0.04891115961766243
266,9mo_SIGAE3_14686.30j,0.27094216806983945
266,9mo_SIGAE3_14686.30j,0.1664627955684662
266,9mo_SIGAE3_14686.30j,0.016837998984217645
266,9mo_SIGAE3_14686.30j,0.21674451394176483
266,9mo_SIGAE3_14686.30j,0.09087962819433212
266,9mo_SIGAE3_14686.30j,0.27341775758361814
266,9mo_SIGAE3_14686.30j,0.08116586668586731
266,9mo_SIGAE3_14686.30j,0.2559344635734558
266,9mo_SIGAE3_14686.30j,0.27512569887733457
266,9mo_SIGAE3_14686.30j,0.11520997597074509
266,9mo_SIGAE3_14686.30j,0.16655947430229187
266,9mo_SIGAE3_14686.30j,0.0488206425139904
266,9mo_SIGAE3_14686.30j,0.25031177861785886
266,9mo_SIGAE3_14686.30j,0.2375825212726593
266,9mo_SIGAE3_14686.30j,0.2930331395397186
266,9mo_SIGAE3_14686.30j,0.04374494938349724
266,9mo_SIGAE3_14686.30j,0.27348913414573667
266,9mo_SIGAE3_14686.30j,0.2915162609348297
266,9mo_SIGAE3_14686.30j,0.11977931274271011
266,9mo_SIGAE3_14686.30j,0.16573742194271088
266,9mo_SIGAE3_14686.30j,0.047790502888917924
266,9mo_SIGAE3_14686.30j,0.07313674850559235
266,9mo_SIGAE3_14686.30j,0.07569696916437149
266,9mo_SIGAE3_14686.30j,0.2507900462875366
266,9mo_SIGAE3_14686.30j,0.09549739374017716
266,9mo_SIGAE3_14686.30j,0.06574425263500214
266,9mo_SIGAE3_14686.30j,0.07622742815113068
266,9mo_SIGAE3_14686.30j,0.28491895063018796
266,9mo_SIGAE3_14686.30j,0.05442409379577637
266,9mo_SIGAE3_14686.30j,0.28003393275833127
266,9mo_SIGAE3_14686.30j,0.04602809785103798
266,9mo_SIGAE3_14686.30j,0.20606118602848053
266,9mo_SIGAE3_14686.30j,0.29218940599060056
266,9mo_SIGAE3_14686.30j,0.1447133885154724
266,9mo_SIGAE3_14686.30j,0.048950144780635835
266,9mo_SIGAE3_14686.30j,0.15678931934928894
266,9mo_SIGAE3_14686.30j,0.16525939269161224
266,9mo_SIGAE3_14686.30j,0.09648092998361588
266,9mo_SIGAE3_14686.30j,0.04087867004966736
266,9mo_SIGAE3_14686.30j,0.04356094239449501
266,9mo_SIGAE3_14686.30j,0.2013669030199051
266,9mo_SIGAE3_14686.30j,0.06164847849106789
266,9mo_SIGAE3_14686.30j,0.04955537779426575
266,9mo_SIGAE3_14686.30j,0.04632559580898285
266,9mo_SIGAE3_14686.30j,0.026272052658557893
266,9mo_SIGAE3_14686.30j,0.045833913368940354
266,9mo_SIGAE3_14686.30j,0.20125954015350342
266,9mo_SIGAE3_14686.30j,0.2158188985118866
266,9mo_SIGAE3_14686.30j,0.21011558337306976
266,9mo_SIGAE3_14686.30j,0.08166422857141495
266,9mo_SIGAE3_14686.30j,0.056553745401859284
266,9mo_SIGAE3_14686.30j,0.0866413803229332
266,9mo_SIGAE3_14686.30j,0.21378939015960693
266,9mo_SIGAE3_14686.30j,0.015499128719627856
266,9mo_SIGAE3_14686.30j,0.053409347070217134
266,9mo_SIGAE3_14686.30j,0.2884443567523956
266,9mo_SIGAE3_14686.30j,0.1348675952682495
266,9mo_SIGAE3_14686.30j,0.028665674609899522
266,9mo_SIGAE3_14686.30j,0.10337085439062119
266,9mo_SIGAE3_14686.30j,0.04686455218291283
266,9mo_SIGAE3_14686.30j,0.05187200172042847
266,9mo_SIGAE3_14686.30j,0.09345787925815582
266,9mo_SIGAE3_14686.30j,0.08408629311418533
266,9mo_SIGAE3_14686.30j,0.08779908133840561
266,9mo_SIGAE3_14686.30j,0.039143075926065446
266,9mo_SIGAE3_14686.30j,0.1475670651922226
266,9mo_SIGAE3_14686.30j,0.08547011180019379
266,9mo_SIGAE3_14686.30j,0.08346920622682572
266,9mo_SIGAE3_14686.30j,0.04979811025953293
266,9mo_SIGAE3_14686.30j,0.26909391744232175
266,9mo_SIGAE3_14686.30j,0.2803465889225006
266,9mo_SIGAE3_14686.30j,0.020687253905296327
266,9mo_SIGAE3_14686.30j,0.029596591127872468
266,9mo_SIGAE3_14686.30j,0.2552259133586883
266,9mo_SIGAE3_14686.30j,0.04692136658525467
266,9mo_SIGAE3_14686.30j,0.048558501286268235
266,9mo_SIGAE3_14686.30j,0.022918699068784715
266,9mo_SIGAE3_14686.30j,0.09026065631008148
266,9mo_SIGAE3_14686.30j,0.02313712774014473
266,9mo_SIGAE3_14686.30j,0.18445186479187012
266,9mo_SIGAE3_14686.30j,0.06288536055183411
266,9mo_SIGAE3_14686.30j,0.05906118242239952
266,9mo_SIGAE3_14686.30j,0.018723716718912126
266,9mo_SIGAE3_14686.30j,0.08700484199619293
266,9mo_SIGAE3_14686.30j,0.07065764976835251
266,9mo_SIGAE3_14686.30j,0.15407395525074005
266,9mo_SIGAE3_14686.30j,0.0921287105808258
266,9mo_SIGAE3_14686.30j,0.13736373348331452
266,9mo_SIGAE3_14686.30j,0.2190118746290207
266,9mo_SIGAE3_14686.30j,0.021026149151682855
266,9mo_SIGAE3_14686.30j,0.0804194153676033
266,9mo_SIGAE3_14686.30j,0.02008077105677128
266,9mo_SIGAE3_14686.30j,0.045452901853084565
266,9mo_SIGAE3_14686.30j,0.2661389873752594
266,9mo_SIGAE3_14686.30j,0.2287135289440155
266,9mo_SIGAE3_14686.30j,0.030103286487817765
266,9mo_SIGAE3_14686.30j,0.046374363584280015
266,9mo_SIGAE3_14686.30j,0.23910169465637207
266,9mo_SIGAE3_14686.30j,0.18445986671543121
266,9mo_SIGAE3_14686.30j,0.25848128063774106
266,9mo_SIGAE3_14686.30j,0.029391038922429086
266,9mo_SIGAE3_14686.30j,0.25346191389656064
266,9mo_SIGAE3_14686.30j,0.026220921186566354
266,9mo_SIGAE3_14686.30j,0.06712203635072708
266,9mo_SIGAE3_14686.30j,0.07407243712043762
266,9mo_SIGAE3_14686.30j,0.2795886860618591
266,9mo_SIGAE3_14686.30j,0.021520828587770463
266,9mo_SIGAE3_14686.30j,0.031845504177570344
266,9mo_SIGAE3_14686.30j,0.11682224435901642
266,9mo_SIGAE3_14686.30j,0.09718462241983414
266,9mo_SIGAE3_14686.30j,0.1991662548313141
266,9mo_SIGAE3_14686.30j,0.18962131602859497
266,9mo_SIGAE3_14686.30j,0.033607138080358506
266,9mo_SIGAE3_14686.30j,0.07493946863508225
266,9mo_SIGAE3_14686.30j,0.04539771540260315
266,9mo_SIGAE3_14686.30j,0.26801590783691404
266,9mo_SIGAE3_14686.30j,0.051511952413082124
266,9mo_SIGAE3_14686.30j,0.23434059484100342
266,9mo_SIGAE3_14686.30j,0.26215185387229917
266,9mo_SIGAE3_14686.30j,0.049429973346948625
266,9mo_SIGAE3_14686.30j,0.2191455529460907
266,9mo_SIGAE3_14686.30j,0.06774643970823288
266,9mo_SIGAE3_14686.30j,0.09160402579402924
266,9mo_SIGAE3_14686.30j,0.07815304560756683
266,9mo_SIGAE3_14686.30j,0.25848378403282163
266,9mo_SIGAE3_14686.30j,0.19614993198013306
266,9mo_SIGAE3_14686.30j,0.11457517905330658
266,9mo_SIGAE3_14686.30j,0.02847033901309967
266,9mo_SIGAE3_14686.30j,0.029657687751412393
266,9mo_SIGAE3_14686.30j,0.03461701212620735
266,9mo_SIGAE3_14686.30j,0.07738732708787918
266,9mo_SIGAE3_14686.30j,0.05593497095799446
266,9mo_SIGAE3_14686.30j,0.08785958005285263
266,9mo_SIGAE3_14686.30j,0.09200145466423035
266,9mo_SIGAE3_14686.30j,0.023951623348355294
266,9mo_SIGAE3_14686.30j,0.04192873252725601
266,9mo_SIGAE3_14686.30j,0.09748231781816483
266,9mo_SIGAE3_14686.30j,0.04791371314024925
266,9mo_SIGAE3_14686.30j,0.1126437948474884
266,9mo_SIGAE3_14686.30j,0.1746119426021576
266,9mo_SIGAE3_14686.30j,0.05683360411024094
266,9mo_SIGAE3_14686.30j,0.22354956133461
266,9mo_SIGAE3_14686.30j,0.24095314903354645
266,9mo_SIGAE3_14686.30j,0.08990265591239929
266,9mo_SIGAE3_14686.30j,0.05071234492754936
266,9mo_SIGAE3_14686.30j,0.12486581666564942
266,9mo_SIGAE3_14686.30j,0.04073599143123627
266,9mo_SIGAE3_14686.30j,0.04859171224927902
266,9mo_SIGAE3_14686.30j,0.07794480187988281
266,9mo_SIGAE3_14686.30j,0.20084230764007568
266,9mo_SIGAE3_14686.30j,0.05441405786371231
266,9mo_SIGAE3_14686.30j,0.08164625777101517
266,9mo_SIGAE3_14686.30j,0.0537698285112381
266,9mo_SIGAE3_14686.30j,0.2786435650119781
266,9mo_SIGAE3_14686.30j,0.03259898884391785
266,9mo_SIGAE3_14686.30j,0.07475589377975464
266,9mo_SIGAE3_14686.30j,0.10609349025583267
266,9mo_SIGAE3_14686.30j,0.15278178615665436
266,9mo_SIGAE3_14686.30j,0.05051580233669281
266,9mo_SIGAE3_14686.30j,0.06370266689157486
266,9mo_SIGAE3_14686.30j,0.2725851701030731
266,9mo_SIGAE3_14686.30j,0.029712872339248658
266,9mo_SIGAE3_14686.30j,0.10151947451925278
