0.0016722,0.69708
0.0050167,0.67796
0.0083612,0.65886
0.011706,0.6398
0.01505,0.62079
0.018395,0.60183
0.021739,0.58295
0.025084,0.56416
0.028428,0.54547
0.031773,0.52689
0.035117,0.50845
0.038462,0.49014
0.041806,0.47199
0.045151,0.45401
0.048495,0.43621
0.051839,0.41861
0.055184,0.40122
0.058528,0.38405
0.061873,0.36712
0.065217,0.35043
0.068562,0.33401
0.071906,0.31787
0.075251,0.30202
0.078595,0.28647
0.08194,0.27125
0.085284,0.25635
0.088629,0.2418
0.091973,0.2276
0.095318,0.21378
0.098662,0.20034
0.10201,0.1873
0.10535,0.17468
0.1087,0.16248
0.11204,0.15072
0.11538,0.13941
0.11873,0.12857
0.12207,0.11821
0.12542,0.10834
0.12876,0.098977
0.13211,0.090103
0.13545,0.081709
0.1388,0.073782
0.14214,0.066311
0.14548,0.059284
0.14883,0.052688
0.15217,0.046511
0.15552,0.040742
0.15886,0.035368
0.16221,0.030378
0.16555,0.025758
0.1689,0.021497
0.17224,0.017584
0.17559,0.014005
0.17893,0.010749
0.18227,0.0078041
0.18562,0.0051576
0.18896,0.0027978
0.19231,0.00071242
0.19565,-0.0011105
0.199,-0.0026829
0.20234,-0.0040171
0.20569,-0.0051251
0.20903,-0.0060189
0.21237,-0.0067106
0.21572,-0.0072122
0.21906,-0.007536
0.22241,-0.0076938
0.22575,-0.0076979
0.2291,-0.0075602
0.23244,-0.0072929
0.23579,-0.006908
0.23913,-0.0064176
0.24247,-0.0058338
0.24582,-0.0051686
0.24916,-0.0044341
0.25251,-0.0036418
0.25585,-0.0027971
0.2592,-0.0019027
0.26254,-0.00096122
0.26589,2.489e-05
0.26923,0.001053
0.27258,0.0021206
0.27592,0.0032251
0.27926,0.004364
0.28261,0.0055346
0.28595,0.0067344
0.2893,0.0079609
0.29264,0.0092115
0.29599,0.010484
0.29933,0.011775
0.30268,0.013082
0.30602,0.014403
0.30936,0.015736
0.31271,0.017077
0.31605,0.018425
0.3194,0.019776
0.32274,0.021128
0.32609,0.022479
0.32943,0.023825
0.33278,0.025165
0.33612,0.026496
0.33946,0.027815
0.34281,0.029119
0.34615,0.030407
0.3495,0.031675
0.35284,0.032921
0.35619,0.034143
0.35953,0.035337
0.36288,0.036502
0.36622,0.037634
0.36957,0.038732
0.37291,0.039792
0.37625,0.040812
0.3796,0.041791
0.38294,0.042727
0.38629,0.043621
0.38963,0.044471
0.39298,0.045278
0.39632,0.04604
0.39967,0.046758
0.40301,0.04743
0.40635,0.048056
0.4097,0.048637
0.41304,0.04917
0.41639,0.049656
0.41973,0.050095
0.42308,0.050485
0.42642,0.050826
0.42977,0.051118
0.43311,0.05136
0.43645,0.051552
0.4398,0.051693
0.44314,0.051783
0.44649,0.051821
0.44983,0.051806
0.45318,0.051739
0.45652,0.051619
0.45987,0.051444
0.46321,0.051216
0.46656,0.050932
0.4699,0.050593
0.47324,0.050199
0.47659,0.049748
0.47993,0.04924
0.48328,0.048674
0.48662,0.048051
0.48997,0.04737
0.49331,0.04663
0.49666,0.04583
0.5,0.04497
0.50334,0.044052
0.50669,0.04308
0.51003,0.042062
0.51338,0.041005
0.51672,0.039917
0.52007,0.038804
0.52341,0.037674
0.52676,0.036534
0.5301,0.035391
0.53344,0.034253
0.53679,0.033125
0.54013,0.032017
0.54348,0.030934
0.54682,0.029884
0.55017,0.028875
0.55351,0.027913
0.55686,0.027005
0.5602,0.02616
0.56355,0.025383
0.56689,0.024682
0.57023,0.024065
0.57358,0.023538
0.57692,0.023109
0.58027,0.022784
0.58361,0.022572
0.58696,0.022479
0.5903,0.022512
0.59365,0.022679
0.59699,0.022987
0.60033,0.023443
0.60368,0.024054
0.60702,0.024827
0.61037,0.02577
0.61371,0.026889
0.61706,0.028193
0.6204,0.029687
0.62375,0.03138
0.62709,0.033276
0.63043,0.03536
0.63378,0.037598
0.63712,0.039956
0.64047,0.042402
0.64381,0.044903
0.64716,0.047424
0.6505,0.049934
0.65385,0.052398
0.65719,0.054784
0.66054,0.057058
0.66388,0.059186
0.66722,0.061137
0.67057,0.062875
0.67391,0.064369
0.67726,0.065585
0.6806,0.06649
0.68395,0.06705
0.68729,0.067232
0.69064,0.067003
0.69398,0.06633
0.69732,0.06518
0.70067,0.063518
0.70401,0.061313
0.70736,0.05853
0.7107,0.055137
0.71405,0.0511
0.71739,0.046386
0.72074,0.040962
0.72408,0.034794
0.72742,0.027849
0.73077,0.020095
0.73411,0.011497
0.73746,0.0020229
0.7408,-0.008361
0.74415,-0.019688
0.74749,-0.031991
0.75084,-0.045303
0.75418,-0.059632
0.75753,-0.074934
0.76087,-0.09116
0.76421,-0.10826
0.76756,-0.12619
0.7709,-0.1449
0.77425,-0.16433
0.77759,-0.18445
0.78094,-0.2052
0.78428,-0.22652
0.78763,-0.24839
0.79097,-0.27073
0.79431,-0.29352
0.79766,-0.31669
0.801,-0.34019
0.80435,-0.36399
0.80769,-0.38803
0.81104,-0.41225
0.81438,-0.43662
0.81773,-0.46109
0.82107,-0.4856
0.82441,-0.5101
0.82776,-0.53455
0.8311,-0.5589
0.83445,-0.5831
0.83779,-0.6071
0.84114,-0.63085
0.84448,-0.65431
0.84783,-0.67741
0.85117,-0.70012
0.85452,-0.72239
0.85786,-0.74417
0.8612,-0.7654
0.86455,-0.78604
0.86789,-0.80605
0.87124,-0.82536
0.87458,-0.84394
0.87793,-0.86174
0.88127,-0.87876
0.88462,-0.89503
0.88796,-0.91058
0.8913,-0.92541
0.89465,-0.93955
0.89799,-0.95303
0.90134,-0.96585
0.90468,-0.97806
0.90803,-0.98966
0.91137,-1.0007
0.91472,-1.0111
0.91806,-1.021
0.9214,-1.0304
0.92475,-1.0393
0.92809,-1.0477
0.93144,-1.0557
0.93478,-1.0632
0.93813,-1.0704
0.94147,-1.0771
0.94482,-1.0834
0.94816,-1.0894
0.95151,-1.0951
0.95485,-1.1005
0.95819,-1.1056
0.96154,-1.1104
0.96488,-1.1149
0.96823,-1.1193
0.97157,-1.1234
0.97492,-1.1274
0.97826,-1.1312
0.98161,-1.1349
0.98495,-1.1384
0.98829,-1.1419
0.99164,-1.1453
0.99498,-1.1486
0.99833,-1.1519
