day,mean,sd,replicates
0,6.164918152711731,1.3493794795596865,4
4,13.003971643033486,7.99549301586209,6
9,17.606935840544338,3.544529763158402,4
24,57.26023420965363,24.07819603293259,4
46,51.224141745414556,16.26447160886165,4
73,181.12120813077257,21.98635127510366,2
109,203.34136509960916,39.85563370242239,4
158,78.54211761948031,28.42406083403595,4
266,943.2657191035033,46.16127464342284,2
