0.0033445,3.273e-05,0.0091534
0.006689,3.3256e-05,0.0090816
0.010033,3.3797e-05,0.0090104
0.013378,3.4357e-05,0.00894
0.016722,3.4938e-05,0.0088702
0.020067,3.5546e-05,0.0088013
0.023411,3.6183e-05,0.0087331
0.026756,3.6856e-05,0.0086658
0.0301,3.7569e-05,0.0085994
0.033445,3.8327e-05,0.0085339
0.036789,3.9136e-05,0.0084694
0.040134,4.0003e-05,0.0084058
0.043478,4.0933e-05,0.0083433
0.046823,4.1935e-05,0.0082818
0.050167,4.3016e-05,0.0082213
0.053512,4.4186e-05,0.0081619
0.056856,4.5454e-05,0.0081037
0.060201,4.683e-05,0.0080466
0.063545,4.8328e-05,0.0079906
0.06689,4.9961e-05,0.0079359
0.070234,5.1743e-05,0.0078823
0.073579,5.3692e-05,0.00783
0.076923,5.5826e-05,0.007779
0.080268,5.8167e-05,0.0077292
0.083612,6.0739e-05,0.0076807
0.086957,6.357e-05,0.0076336
0.090301,6.6691e-05,0.0075877
0.093645,7.0139e-05,0.0075433
0.09699,7.3953e-05,0.0075002
0.10033,7.8182e-05,0.0074585
0.10368,8.2879e-05,0.0074182
0.10702,8.8107e-05,0.0073793
0.11037,9.394e-05,0.0073419
0.11371,0.00010046,0.007306
0.11706,0.00010777,0.0072715
0.1204,0.00011598,0.0072386
0.12375,0.00012523,0.0072071
0.12709,0.00013566,0.0071773
0.13043,0.00014746,0.0071491
0.13378,0.00016076,0.007123
0.13712,0.00017575,0.007099
0.14047,0.00019264,0.0070776
0.14381,0.00021164,0.0070589
0.14716,0.000233,0.0070433
0.1505,0.000257,0.0070309
0.15385,0.00028394,0.007022
0.15719,0.00031414,0.0070169
0.16054,0.00034795,0.0070159
0.16388,0.00038577,0.0070192
0.16722,0.00042799,0.0070272
0.17057,0.00047505,0.0070401
0.17391,0.00052741,0.0070581
0.17726,0.00058553,0.0070818
0.1806,0.00064991,0.0071113
0.18395,0.00072102,0.007147
0.18729,0.00079936,0.0071894
0.19064,0.00088537,0.0072387
0.19398,0.00097948,0.0072955
0.19732,0.0010821,0.0073602
0.20067,0.0011935,0.0074333
0.20401,0.0013138,0.0075153
0.20736,0.0014433,0.0076069
0.2107,0.0015819,0.0077085
0.21405,0.0017292,0.007821
0.21739,0.001885,0.0079451
0.22074,0.0020486,0.0080815
0.22408,0.0022191,0.0082313
0.22742,0.0023954,0.0083953
0.23077,0.002576,0.0085746
0.23411,0.0027593,0.0087704
0.23746,0.0029431,0.0089841
0.2408,0.0031253,0.0092171
0.24415,0.0033032,0.0094709
0.24749,0.0034742,0.0097473
0.25084,0.0036353,0.010048
0.25418,0.0037839,0.010376
0.25753,0.0039187,0.010731
0.26087,0.0040384,0.011114
0.26421,0.0041422,0.011527
0.26756,0.0042295,0.011972
0.2709,0.0042999,0.012448
0.27425,0.0043535,0.012958
0.27759,0.0043903,0.013504
0.28094,0.0044107,0.014086
0.28428,0.0044154,0.014706
0.28763,0.0044051,0.015366
0.29097,0.0043808,0.016066
0.29431,0.0043435,0.016809
0.29766,0.0042943,0.017596
0.301,0.0042345,0.018428
0.30435,0.0041652,0.019306
0.30769,0.0040879,0.020232
0.31104,0.0040036,0.021206
0.31438,0.0039137,0.02223
0.31773,0.0038193,0.023303
0.32107,0.0037215,0.024427
0.32441,0.0036214,0.025601
0.32776,0.00352,0.026825
0.3311,0.0034182,0.028099
0.33445,0.0033168,0.029421
0.33779,0.0032165,0.030791
0.34114,0.0031181,0.032205
0.34448,0.0030221,0.033662
0.34783,0.002929,0.035158
0.35117,0.0028393,0.03669
0.35452,0.0027534,0.038254
0.35786,0.0026715,0.039844
