stage,sample,dpt_pseudotime
266,9mo_SIGAE3_14686.30j,0.04843598021364212
266,9mo_SIGAE3_14686.30j,0.019849095253109933
266,9mo_SIGAE3_14686.30j,0.0377367080578804
266,9mo_SIGAE3_14686.30j,0.029010416699409486
266,9mo_SIGAE3_14686.30j,0.023208107558846475
266,9mo_SIGAE3_14686.30j,0.09681136323308945
266,9mo_SIGAE3_14686.30j,0.022736636681318284
266,9mo_SIGAE3_14686.30j,0.040959482772111894
266,9mo_SIGAE3_14686.30j,0.013063747195363044
266,9mo_SIGAE3_14686.30j,0.0429692731628418
266,9mo_SIGAE3_14686.30j,0.018189251182436944
266,9mo_SIGAE3_14686.30j,0.024648897109389306
266,9mo_SIGAE3_14686.30j,0.008167893385350703
266,9mo_SIGAE3_14686.30j,0.07185466004705429
266,9mo_SIGAE3_14686.30j,0.01972877955234051
266,9mo_SIGAE3_14686.30j,0.023356914279818536
266,9mo_SIGAE3_14686.30j,0.023724768070340158
266,9mo_SIGAE3_14686.30j,0.03016000030732155
266,9mo_SIGAE3_14686.30j,0.07611105008220673
266,9mo_SIGAE3_14686.30j,0.031130887327551843
266,9mo_SIGAE3_14686.30j,0.02356691448187828
266,9mo_SIGAE3_14686.30j,0.01904474919831753
266,9mo_SIGAE3_14686.30j,0.011951282379984855
266,9mo_SIGAE3_14686.30j,0.09366715861654282
266,9mo_SIGAE3_14686.30j,0.06896631581878662
266,9mo_SIGAE3_14686.30j,0.07772721512413025
266,9mo_SIGAE3_14686.30j,0.023759603259921075
266,9mo_SIGAE3_14686.30j,0.022088166085839273
266,9mo_SIGAE3_14686.30j,0.08858326984739304
266,9mo_SIGAE3_14686.30j,0.08819905830717087
266,9mo_SIGAE3_14686.30j,0.0271968876401186
266,9mo_SIGAE3_14686.30j,0.035501675439834596
266,9mo_SIGAE3_14686.30j,0.027869986129760743
266,9mo_SIGAE3_14686.30j,0.015376226736068725
266,9mo_SIGAE3_14686.30j,0.01802480569279194
266,9mo_SIGAE3_14686.30j,0.043344115597963334
