day,mean,sd,replicates
0,62.673023968657084,9.044692080424808,4
4,149.4182995226699,47.15961454850191,6
9,165.46810983424353,14.587170863892489,4
24,553.3583118019432,191.28070350681708,4
46,985.7771338309335,295.69442072697103,4
73,2397.9380174726775,112.73248352449998,2
109,3779.882304402713,733.7691367744658,4
158,1324.1647854291002,448.2989140658944,4
266,12165.527121231677,245.66150580823614,2
