0.0033445,3.2962e-05,0.0086437
0.006689,3.401e-05,0.0086492
0.010033,3.5093e-05,0.008655
0.013378,3.6214e-05,0.0086611
0.016722,3.7374e-05,0.0086677
0.020067,3.8576e-05,0.0086749
0.023411,3.9822e-05,0.0086828
0.026756,4.1115e-05,0.0086915
0.0301,4.2459e-05,0.0087012
0.033445,4.3856e-05,0.0087119
0.036789,4.531e-05,0.0087238
0.040134,4.6824e-05,0.008737
0.043478,4.8403e-05,0.0087517
0.046823,5.0051e-05,0.0087679
0.050167,5.1773e-05,0.0087858
0.053512,5.3573e-05,0.0088055
0.056856,5.5457e-05,0.0088271
0.060201,5.7431e-05,0.0088508
0.063545,5.9502e-05,0.0088768
0.06689,6.1675e-05,0.008905
0.070234,6.3958e-05,0.0089358
0.073579,6.6359e-05,0.0089692
0.076923,6.8887e-05,0.0090054
0.080268,7.1551e-05,0.0090445
0.083612,7.4361e-05,0.0090867
0.086957,7.7328e-05,0.0091322
0.090301,8.0463e-05,0.0091811
0.093645,8.3781e-05,0.0092337
0.09699,8.7294e-05,0.00929
0.10033,9.1018e-05,0.0093503
0.10368,9.4969e-05,0.0094148
0.10702,9.9167e-05,0.0094837
0.11037,0.00010363,0.0095572
0.11371,0.00010838,0.0096356
0.11706,0.00011344,0.009719
0.1204,0.00011884,0.0098078
0.12375,0.0001246,0.0099021
0.12709,0.00013075,0.010002
0.13043,0.00013733,0.010109
0.13378,0.00014435,0.010221
0.13712,0.00015184,0.010339
0.14047,0.00015981,0.010463
0.14381,0.0001683,0.010593
0.14716,0.00017731,0.010729
0.1505,0.00018688,0.010871
0.15385,0.00019703,0.011018
0.15719,0.00020778,0.011172
0.16054,0.00021915,0.011331
0.16388,0.00023117,0.011497
0.16722,0.00024384,0.011668
0.17057,0.00025718,0.011845
0.17391,0.00027121,0.012028
0.17726,0.00028595,0.012216
0.1806,0.00030139,0.01241
0.18395,0.00031754,0.01261
0.18729,0.00033441,0.012816
0.19064,0.00035197,0.013027
